1.235678549891254530e-01 1.537234446942051594e-02 8.623072151441353306e-01 2.359730643729494037e+00 1.447283754776570674e+00 2.792680018323695723e+00 7.419810241369884096e-01 1.257195145012864224e+00 2.541478911249120998e+01 2.372801099788466672e+01 3.747969518390104364e-04 1.243604022683688845e-02 3.867473547248340422e-06 -1.470604643799028395e+02
1.235678549891254530e-01 1.537234446942051594e-02 8.623072151441353306e-01 2.359730643729494037e+00 1.447283754776570674e+00 2.792680018323695723e+00 7.419810241369884096e-01 1.257195145012864224e+00 2.541478911249120998e+01 2.372801099788466672e+01 3.747969518390104364e-04 1.243604022683688845e-02 3.867473547248340422e-06 -1.470604643799028395e+02
8.848997460640917190e-02 8.992541085297142342e-04 2.344659910965823379e-01 9.016298787103842471e-01 1.593618264725149736e+01 9.933495378917318597e-01 7.107271470386495871e-01 3.573102895904159415e-01 6.121783757826612771e+01 4.905347330622022639e+01 1.192147262485316423e-03 5.805685867296184188e-03 2.186724665177918684e-05 -7.443404996682795627e+01
9.008804523141124287e-02 1.567217765062295029e-02 6.261779921171103380e-01 9.016298787103842471e-01 1.593618264725149736e+01 9.933495378917318597e-01 7.078246166104020798e-01 3.573102895904159415e-01 2.054961491439366128e+01 2.579919351204603473e+01 1.201959102022612420e-03 6.117703125620157015e-03 2.056071388095485504e-05 -1.468089066951057191e+02
1.237329005560052902e-01 1.091683027209869664e-02 2.505596758192373263e-01 1.032068781960802317e+00 1.612389511634929207e+01 4.355832723063066680e-01 7.617634681966891641e-01 7.261705928022978540e+00 6.995743359164363540e+01 4.960170647577651692e+01 3.998394979829179548e-04 1.423088637050934878e-02 5.804432042787713369e-06 -1.450100791002243170e+02
2.137988694244469592e-02 5.639333559147139026e-04 1.430164216632580754e+00 2.338761081547370502e+00 1.388866365205239983e+00 2.509639584897444653e+00 7.417183613186808522e-01 2.625902247877729412e-01 6.031132589321733661e+01 4.863225051202702076e+01 1.128371709251283113e-03 3.595013514693603043e-03 5.830794031195214188e-06 -7.800989317527255196e+01
8.983527082228659477e-02 1.018908039308704348e-02 6.471990460975192150e-01 1.030994660373181659e+00 1.427103552836933886e+01 4.355832723063066680e-01 7.476657674454224578e-01 7.782603777148374924e+00 6.994833279384182845e+01 4.890842389756626574e+01 2.911770931402610577e-03 7.148434995749561099e-04 3.330568248329556745e-06 -1.498877008108642315e+02
1.155374979873770858e-01 1.100768056601154031e-02 1.254314085720920069e-01 2.411721729117456192e+00 1.204255842086270967e+01 2.573481269671797911e-01 7.402693800670888669e-01 7.786084550701663609e+00 6.189375642953121570e+01 4.901246619411159600e+01 1.210810495462731596e-04 1.214555126500324600e-02 2.089309882015552740e-05 -1.479437072124474071e+02
2.137988694244469592e-02 5.913274804057993411e-04 5.541599950198679014e-01 2.338761081547370502e+00 1.197628544286256869e+00 2.509639584897444653e+00 7.134795739185729735e-01 9.094509750344625942e-01 6.773806275810063937e+01 4.989687618497457322e+01 1.128371709251283113e-03 8.766677331587310190e-04 6.536337683906377772e-06 -7.457495289264392113e+01
2.137988694244469592e-02 6.099688092474394707e-04 5.619038218136058749e-01 2.429233974005711172e+00 1.587547886331772018e+00 2.629866181949461534e+00 7.687729562277217932e-01 4.879075652650100015e-01 6.208393594532027748e+01 4.863950891871501625e+01 1.175344558337164304e-03 1.120830397258379234e-02 1.834591142847185021e-05 -1.465277802320790670e+02
8.790072939468425439e-02 5.955158314675275530e-04 5.554986207793575215e-01 2.370839652839478617e+00 1.631031547900908762e+01 2.611115190674839326e+00 7.412135423574298665e-01 1.220801379380250351e+00 6.328825639684779247e+01 4.948787950014353498e+01 2.890247892483637643e-03 7.157907410405626829e-04 5.070112470496235611e-06 -1.484315169443736409e+02
2.007195661038434914e-02 1.103809549612724990e-02 5.623486559886289315e-01 1.030994660373181659e+00 1.646350523745477545e+01 4.292446038711406064e-01 7.622672046075273933e-01 8.290144254376712318e-01 6.994833279384182845e+01 4.891107481700964854e+01 2.940005429273259609e-03 8.083163773276742098e-04 5.790454420555000676e-06 -1.483609124935571799e+02
9.236828264234052399e-02 5.913274804057993411e-04 4.076643106829302976e-01 2.340213703862283445e+00 7.322449318666635065e-01 2.516062689677837305e+00 6.943353212358467363e-01 7.699291443143556180e+00 6.196986582356178985e+01 4.999048520402162410e+01 1.068845979395549161e-03 1.226070065637834688e-02 3.390421225821260267e-06 -7.017649601485517508e+01
1.237095226682230903e-01 1.285508231968516928e-02 1.309863993306804586e-01 2.335204997289880069e+00 1.550560338301064256e+01 3.079887024340580481e+00 6.769352198929655673e-01 7.762777894226596587e+00 2.065919274738769573e+01 2.277727511757499812e+01 1.079416606033018942e-04 1.016217759778943915e-02 2.241066094739732823e-05 -1.478473477535318921e+02
2.222431985004309080e-02 4.915729836909230044e-04 2.341740841836137399e+00 7.579478474441665448e-01 1.622318224032686773e+00 7.450719463652226704e-01 7.745887753133209319e-01 8.616519911581286273e-01 1.116696612153543455e+01 4.812268307779439169e+01 1.127571916172824410e-03 1.430426778637378799e-03 5.645414234947798474e-06 -7.948084924251756433e+01
1.238262307864051587e-01 1.555557258615675523e-02 1.374127765840833792e-01 9.124842224408243885e-01 1.523876124013972522e+01 1.489800635322573452e+00 6.644072834467938948e-01 3.573102895904159415e-01 2.480473330256027964e+01 3.200538925539380841e+01 3.803734461658595596e-04 6.083900485772113231e-03 2.041020017567482962e-05 -1.474637370542053816e+02
8.795310050389995582e-02 1.002425620015246974e-03 2.355166855657850888e+00 1.871689520197817203e+00 1.472590267366134142e+01 6.677694593493901376e-01 4.407228562087746049e-01 7.913576370349757916e+00 6.366788863633396289e+01 3.962669504122767705e+01 1.247119972088606317e-04 8.403879357126763441e-04 5.262513923360693537e-06 -1.484069183146269495e+02
8.671218116294793221e-02 9.664953692119740859e-04 2.359924348679784956e+00 1.864134921459332572e+00 1.472590267366134142e+01 6.677694593493901376e-01 4.407228562087746049e-01 7.324825645761777082e+00 6.321071492989548091e+01 3.977237137144210521e+01 1.247119972088606317e-04 7.186434424148449226e-04 5.759179511575091072e-06 -1.483656811898097487e+02
1.249717636028416512e-01 1.124501512155405211e-02 2.307295582169863746e-01 9.091844774535459139e-01 1.580189173197708818e+01 7.401057819999867782e-01 7.110188702358891666e-01 1.274183195859549311e+00 2.054961491439366128e+01 2.337861135336395080e+01 1.079712111094128287e-04 9.556252467115822907e-03 2.165668806682528814e-05 -1.468502937017693171e+02
8.795310050389995582e-02 9.664953692119740859e-04 2.355166855657850888e+00 1.712856923272888965e+00 1.424105822883305628e+01 6.677694593493901376e-01 4.407228562087746049e-01 7.913576370349757916e+00 6.321071492989548091e+01 3.957590913741178440e+01 1.228126301912577686e-04 7.305436579752188535e-04 5.083883780094135609e-06 -1.484069183146269495e+02
1.852282035900842255e-02 5.795897421777513681e-04 8.219042645903752442e-01 2.338761081547370502e+00 1.623562915574740639e+00 2.509639584897444653e+00 7.417183613186808522e-01 7.489361528330535478e+00 6.196986582356178985e+01 4.901433533718272173e+01 1.463970497386962114e-03 1.725994338603785080e-02 5.244032774007609517e-06 -7.600937106144459676e+01
2.236281210472812822e-02 5.913274804057993411e-04 2.341740841836137399e+00 2.338761081547370502e+00 1.196383852744202780e+00 7.450719463652226704e-01 7.741137814894835101e-01 1.240471165530355080e+00 1.112797480747830647e+01 4.812268307779439169e+01 1.127571916172824410e-03 1.430426778637378799e-03 5.850092823401014216e-06 -7.963898520166090123e+01
1.238262307864051587e-01 1.555091242659439703e-02 2.344659910965823379e-01 9.016298787103842471e-01 1.593618264725149736e+01 9.933495378917318597e-01 7.102369001458253006e-01 3.573102895904159415e-01 6.228759982080508451e+01 2.579919351204603473e+01 3.803734461658595596e-04 1.133969623339140149e-03 2.058761308561504923e-05 -1.467545212916589890e+02
1.231878293332719088e-01 1.257736216940141122e-02 5.667074878251017189e-01 2.370839652839478617e+00 1.631031547900908762e+01 2.555134388243534449e+00 7.109778987024513164e-01 1.220801379380250351e+00 2.138958877469944042e+01 4.948787950014353498e+01 2.890247892483637643e-03 6.010907962357574935e-03 5.070276154086364407e-06 -1.469938114880433204e+02
9.120100111918807984e-02 7.904014615586440985e-04 2.661172203338770803e-01 9.742514885789688162e-01 1.472972173285172381e+01 2.920616616107581720e+00 6.576135500968600667e-01 5.907386271518140219e-01 6.242743096339492581e+01 2.562876347442211511e+01 1.034998809202074190e-04 1.287815284601002801e-02 4.248269373317822069e-05 -1.487370760713944833e+02
8.967571817607022933e-02 1.143179977618357518e-02 2.312483257224873689e+00 1.899890418497363509e+00 1.472590267366134142e+01 6.677694593493901376e-01 4.407228562087746049e-01 8.248500897777599761e+00 6.617896816455801456e+01 3.953495077225291254e+01 1.247119972088606317e-04 8.768395167232344301e-04 5.083883780094135609e-06 -1.484069183146269495e+02
8.758850360380994460e-02 1.163888924756119672e-02 4.229751168706237241e-01 9.721977637645131676e-01 1.981931298994165047e+01 4.284423151935057295e-01 3.929892993824776748e-01 8.608081264582905234e-01 6.771101655384572382e+01 3.941547296911502940e+01 1.379498330608482266e-04 7.485754863317697991e-04 3.097624764490184574e-06 -1.491397328135595615e+02
8.992167185593029355e-02 1.240682955534586421e-02 2.446544089152548063e-01 9.708416313309592427e-01 1.310746199545746649e+01 4.171582892489306693e-01 7.198609175538929206e-01 7.445173234030379561e+00 2.192909960572837846e+01 4.431195487153464541e+01 1.079712111094128287e-04 1.019406728476271971e-03 2.058761308561504923e-05 -1.499391843318098267e+02
2.127047692315325172e-02 5.199412400337692294e-04 6.471990460975192150e-01 2.296709594801401799e+00 1.835059514867963593e+00 4.375270464331133535e-01 7.628244026654058541e-01 7.843978702026596750e+00 6.985445117544979610e+01 4.884884308438726919e+01 1.138162250052076772e-03 7.176541969684588742e-04 5.787155941581218333e-06 -7.460819478542506999e+01
8.936566683028597524e-02 5.263812927237821772e-03 5.627151834445839329e-01 1.198960605603201168e+00 1.755039477529757530e+00 2.874159448274893336e+00 7.280584107383725190e-01 7.292792409864210512e-01 6.666641524864785140e+01 4.698170639174884400e+01 1.256243484185439558e-03 8.038167307731968955e-03 3.858699698509865096e-06 -1.490659908601182337e+02
1.238262307864051587e-01 1.555091242659439703e-02 2.344659910965823379e-01 9.016298787103842471e-01 1.593618264725149736e+01 9.933495378917318597e-01 7.109898098569570335e-01 3.573102895904159415e-01 2.054961491439366128e+01 2.579919351204603473e+01 3.803734461658595596e-04 6.117703125620157015e-03 2.058761308561504923e-05 -1.467583971405083503e+02
